,Region,country,city,hebergement,nutrition,transport,divertissement,Month,AvgTemperature_C,Population,Density
1240,Australia/South Pacific,New Zealand,Auckland,58.09,8.695555555555556,30.899999999999995,60.41285714285714,5,14.172499080966825,1034100.957,245.862349
1241,Australia/South Pacific,New Zealand,Auckland,58.09,8.695555555555556,30.899999999999995,60.41285714285714,6,12.017725308641978,1034100.957,245.862349
1242,Australia/South Pacific,New Zealand,Auckland,58.09,8.695555555555556,30.899999999999995,60.41285714285714,7,11.104133811230586,1034100.957,245.862349
1243,Australia/South Pacific,New Zealand,Auckland,58.09,8.695555555555556,30.899999999999995,60.41285714285714,8,11.642670250896057,1034100.957,245.862349
1244,Australia/South Pacific,New Zealand,Auckland,58.09,8.695555555555556,30.899999999999995,60.41285714285714,9,13.135922839506176,1034100.957,245.862349
1245,Australia/South Pacific,New Zealand,Auckland,58.09,8.695555555555556,30.899999999999995,60.41285714285714,10,14.455238948626045,1034100.957,245.862349
1246,Australia/South Pacific,New Zealand,Auckland,58.09,8.695555555555556,30.899999999999995,60.41285714285714,11,15.991978395061723,1034100.957,245.862349
1247,Australia/South Pacific,New Zealand,Auckland,58.09,8.695555555555556,30.899999999999995,60.41285714285714,12,18.236707054179004,1034100.957,245.862349
1248,Europe,Czech Republic,Prague,37.78525,5.034444444444444,7.629999999999999,55.16857142857143,1,-0.990179211469534,1126680.708,147.5700902
1249,Europe,Czech Republic,Prague,37.78525,5.034444444444444,7.629999999999999,55.16857142857143,2,0.7318744473916887,1126680.708,147.5700902
1250,Europe,Czech Republic,Prague,37.78525,5.034444444444444,7.629999999999999,55.16857142857143,3,3.930636889991729,1126680.708,147.5700902
1251,Europe,Czech Republic,Prague,37.78525,5.034444444444444,7.629999999999999,55.16857142857143,4,9.219786324786323,1126680.708,147.5700902
1252,Europe,Czech Republic,Prague,37.78525,5.034444444444444,7.629999999999999,55.16857142857143,5,13.5300321661612,1126680.708,147.5700902
1253,Europe,Czech Republic,Prague,37.78525,5.034444444444444,7.629999999999999,55.16857142857143,6,16.854586419753083,1126680.708,147.5700902
1254,Europe,Czech Republic,Prague,37.78525,5.034444444444444,7.629999999999999,55.16857142857143,7,18.71161290322581,1126680.708,147.5700902
1255,Europe,Czech Republic,Prague,37.78525,5.034444444444444,7.629999999999999,55.16857142857143,8,18.5369982078853,1126680.708,147.5700902
1256,Europe,Czech Republic,Prague,37.78525,5.034444444444444,7.629999999999999,55.16857142857143,9,13.92710802469136,1126680.708,147.5700902
1257,Europe,Czech Republic,Prague,37.78525,5.034444444444444,7.629999999999999,55.16857142857143,10,8.967885304659497,1126680.708,147.5700902
1258,Europe,Czech Republic,Prague,37.78525,5.034444444444444,7.629999999999999,55.16857142857143,11,3.922191358024691,1126680.708,147.5700902
1259,Europe,Czech Republic,Prague,37.78525,5.034444444444444,7.629999999999999,55.16857142857143,12,0.2521817048465014,1126680.708,147.5700902
1260,Europe,Bulgaria,Sofia,18.153916666666667,4.464444444444444,6.781666666666667,45.15428571428571,1,-1.1117413381123058,926881.2888,99.68304384
1261,Europe,Bulgaria,Sofia,18.153916666666667,4.464444444444444,6.781666666666667,45.15428571428571,2,1.8197988505747125,926881.2888,99.68304384
1262,Europe,Bulgaria,Sofia,18.153916666666667,4.464444444444444,6.781666666666667,45.15428571428571,3,6.066442652329749,926881.2888,99.68304384
1263,Europe,Bulgaria,Sofia,18.153916666666667,4.464444444444444,6.781666666666667,45.15428571428571,4,11.026774691358025,926881.2888,99.68304384
1264,Europe,Bulgaria,Sofia,18.153916666666667,4.464444444444444,6.781666666666667,45.15428571428571,5,15.794599111734456,926881.2888,99.68304384
1265,Europe,Bulgaria,Sofia,18.153916666666667,4.464444444444444,6.781666666666667,45.15428571428571,6,19.52750939345142,926881.2888,99.68304384
1266,Europe,Bulgaria,Sofia,18.153916666666667,4.464444444444444,6.781666666666667,45.15428571428571,7,21.86648745519713,926881.2888,99.68304384
1267,Europe,Bulgaria,Sofia,18.153916666666667,4.464444444444444,6.781666666666667,45.15428571428571,8,21.684880006233435,926881.2888,99.68304384
1268,Europe,Bulgaria,Sofia,18.153916666666667,4.464444444444444,6.781666666666667,45.15428571428571,9,16.86226180891036,926881.2888,99.68304384
1269,Europe,Bulgaria,Sofia,18.153916666666667,4.464444444444444,6.781666666666667,45.15428571428571,10,11.407780764635604,926881.2888,99.68304384
1270,Europe,Bulgaria,Sofia,18.153916666666667,4.464444444444444,6.781666666666667,45.15428571428571,11,5.957105475040257,926881.2888,99.68304384
1271,Europe,Bulgaria,Sofia,18.153916666666667,4.464444444444444,6.781666666666667,45.15428571428571,12,0.3982936541667257,926881.2888,99.68304384
1272,North America,Canada,Calgary,45.88358333333333,7.521481481481483,19.545,52.32285714285714,1,-7.312672137332578,1027226.576,295.4392633
1273,North America,Canada,Calgary,45.88358333333333,7.521481481481483,19.545,52.32285714285714,2,-5.247791893526921,1027226.576,295.4392633
1274,North America,Canada,Calgary,45.88358333333333,7.521481481481483,19.545,52.32285714285714,3,-2.7001792114695333,1027226.576,295.4392633
1275,North America,Canada,Calgary,45.88358333333333,7.521481481481483,19.545,52.32285714285714,4,3.92437134502924,1027226.576,295.4392633
1276,North America,Canada,Calgary,45.88358333333333,7.521481481481483,19.545,52.32285714285714,5,9.573207885304658,1027226.576,295.4392633
1277,North America,Canada,Calgary,45.88358333333333,7.521481481481483,19.545,52.32285714285714,6,13.485836582196232,1027226.576,295.4392633
1278,North America,Canada,Calgary,45.88358333333333,7.521481481481483,19.545,52.32285714285714,7,17.034710431993965,1027226.576,295.4392633
1279,North America,Canada,Calgary,45.88358333333333,7.521481481481483,19.545,52.32285714285714,8,16.055220189062858,1027226.576,295.4392633
1280,North America,Canada,Calgary,45.88358333333333,7.521481481481483,19.545,52.32285714285714,9,11.693269439029674,1027226.576,295.4392633
1281,North America,Canada,Calgary,45.88358333333333,7.521481481481483,19.545,52.32285714285714,10,4.93671005470666,1027226.576,295.4392633
1282,North America,Canada,Calgary,45.88358333333333,7.521481481481483,19.545,52.32285714285714,11,-1.9716103530431013,1027226.576,295.4392633
1283,North America,Canada,Calgary,45.88358333333333,7.521481481481483,19.545,52.32285714285714,12,-6.7799471797774,1027226.576,295.4392633
1284,Africa,Mozambique,Maputo,34.032000000000004,5.786296296296296,7.766666666666666,55.11428571428571,1,26.871972761927186,2428912.221,94.19066334
1285,Africa,Mozambique,Maputo,34.032000000000004,5.786296296296296,7.766666666666666,55.11428571428571,2,27.000935885842186,2428912.221,94.19066334
1286,Africa,Mozambique,Maputo,34.032000000000004,5.786296296296296,7.766666666666666,55.11428571428571,3,26.25892069101746,2428912.221,94.19066334
1287,Africa,Mozambique,Maputo,34.032000000000004,5.786296296296296,7.766666666666666,55.11428571428571,4,24.23418480419205,2428912.221,94.19066334
1288,Africa,Mozambique,Maputo,34.032000000000004,5.786296296296296,7.766666666666666,55.11428571428571,5,22.14002664560519,2428912.221,94.19066334
1289,Africa,Mozambique,Maputo,34.032000000000004,5.786296296296296,7.766666666666666,55.11428571428571,6,20.37068010156779,2428912.221,94.19066334
1290,Africa,Mozambique,Maputo,34.032000000000004,5.786296296296296,7.766666666666666,55.11428571428571,7,19.715399377127987,2428912.221,94.19066334
1291,Africa,Mozambique,Maputo,34.032000000000004,5.786296296296296,7.766666666666666,55.11428571428571,8,21.10154738967853,2428912.221,94.19066334
1292,Africa,Mozambique,Maputo,34.032000000000004,5.786296296296296,7.766666666666666,55.11428571428571,9,22.465983201581025,2428912.221,94.19066334
1293,Africa,Mozambique,Maputo,34.032000000000004,5.786296296296296,7.766666666666666,55.11428571428571,10,23.44722677924641,2428912.221,94.19066334
